This is just the thing to put away for a Christmas gift.  Nice product in a nice box, tied with a bow.	1
The sheets were just as described and worth the price. Timely on shippng also. Very pleased	1
The Crib sheets were soft, the service fast and they fit the Pack and Play mattress	1
Haven't worn it yet to test the quality however, the structure is all wrong. One leg is more narrow than than the other (I could barely fit my leg into it) and the waist is really high	0
Service was very quick, and they were having a free shipping special, so it was very well priced	1
Not what I expected for the price and the color shipped was wrong.  Even though I contacted the seller, have received no response	0
Ordered these bra extenders since I an pregnant and now having trouble fitting into things, and they are working great!  Recevied them very quickly and they are exactly as I expected! Thanks!	1
The shoes are better then expected.. Everyone comments on how nice they are and where did you get them.. I will let anyone know to buy the	1
I received the trousers in a timely manner.  They were what i expected although they did not fit.  I returned them a month ago and have not heard a word from the company. 	0
Love these boxers. I stole a pair from a friend a while back and had to have a pair of my own. Love the fabric and the cut, not too long not too short, and just the right amount of butt room.	1
"BEWARE..............This is a ""little"" girls camisole, and CHEAP looking"	0
"Look closely at the picture of the ""white"" top.  It actually has red around the top and on the straps.  To those of us who don't want ugly red zig-zag thread......."	0
Shoe has a high back that kinda cuts in to your heel.  I love Clark's, but not this pair	0
Genuine leather with fur lining are about the warmest things you can possibly wear! An excellent choice for extremely cold winter weather, well worth the money spent.	1
This shirt was larger than I expected.  I got a 2x because i'm a 12-14, but it was way too big.  Also the pink was a lot brighter than pictured	0
I was very pleased with the socks.  They were just what we were looking for!  Thanks so much	1
paid double what i found at another site outside of amazon/this store - NEVER AGAIN	0
i was very satisfied with my purchase of these items.reasonable price and am very happy with items	1
The shoes weren't the color that I wanted them to be. To me, there cheap and are over priced! The quality is not good. They can easily be scuffed. Am definitely returning them!!	0
"it means so much to me to be able to buy a pair of jeans that fit me in length.  ya who.
Am"	1
These tops were cute, for my 7 & 10 year old neices.  How in the world did they justify putting a size 2x on these things? 	0
The slippers are great!  They do seem to be on the large side of a 15.  My husband had to put paper in the toes.  He wears 15 in every thing else	1
I was so impressed with the quality and correct sizing for this suit.  My little guy looked so grown-up and handsome in his new suit!! Thanks so much !	1
I never received this item when I was promised it, so it was cancelled and my account was credited	0
Not best for running but look very cool.  comfortable enough to wear for styl	1
Not the best fabric, Scratchy and See thru. You get what you pay for on these	0
One of the most comfortable bras I've ever worn.  I own several, and they're just about all I'll wear!  Very nice fit, and good look under clothes	1
I got this jacket last week, I liked it for the price i paid	1
Single Style, good shoes. I think is a nice choice to every day work	1
SHOES WAS NOT EXCALTY THE SAME AS PIC SHOWN ON WEB SITE IT WAS KIND OF USED..	0
They look nice and feel AMAZING.  I bought my husband 2 and as soon as they arrived he asked me to buy him a few more.  They're great and the cushion doesn't 'flatten out' in the wash	1
I actually had to send this back cause of the size.  They run really small. 	0
I LOVE these shoes...I have been searching for the right ballet/audrey hepburn style flats for years. I also love the price	1
Very poor quality, falling apart at the seams. Also really long.	0
The fit is great. Sexy slim look and feel. Slight stretch to add to comfort and hugging feel of the denim. Got lots of compliments	1
the price for the slippers was average- no big discount, but they arrived at my front door in time for Christmas. That was a big plus. And my daughter loved them	1
this adapter nearly caught fire the first time I used it. watch out	0
Very cute tops, for a nice price.  They wash up good.  They do run a little big, just so you are aware	1
So cheap, the seams weren't sewn up all the way.  Am returning	0
The beading on the bag is fantastic, and its very cute.  The color is even more exquisite in person.  It's just big enough to hold ID, a little money, and a lipstick, perfect for going out at night	1
my hubby liked this shirt -it was a great christmas present	1
THIS HAS BEEN THE COMPLAINT OF OTHERS I SEE, BUT THERE IS NO SIZING INFORMATION FOR THIS PRODUCT AND CONSEQUENTLY I CANNOT PURCHASE AS I DON'T KNOW WHAT I'M GETTING	0
They are perfect for kids daily lunches.  Would like to order more but don't where to start. Lost all the ordering information	1
Get EE if you get these.  The D is very narrow and thefore uncomfortable	0
"The tie does have gorgeous color to it, but when the description says ""good quality"" its a little off base. "	0
My son loved these jeans.  The jeans were very comfortable. The best thing about them was that because my son is so thin the elastic adjustments were perfect	1
It didn't meet my expectations.....It was flimsy and wrinkled, and looked messy	0
"Good quality workmanship, very authentic looking and sizes are easy to fit. 

I would buy another one. 


robert"	1
Soft, durable, breathable fabric.  Perfectly flexible for vigorous practice.  I'm glad I bought these	1
I ordered two bras and both were defective. The left side strap had been sewn twisted and there was no way to correct without cutting and resewing	0
THE BOOT IS GREAT BUT IT DOES RUN A WEE BIT LARGE, IF BETWEEN SIZES, GO DOWN NOT UP IF YOU WANT A CLOSER TO REAL FIT. THEY ARE FUN AND DO THE JOB WELL	1
Beware, this item is NOT a zip front hoodie as the item description says. It is a pullover!	0
The item is much better than any others that I have got through out the years. It should last a long time. Not rip easy. It feels very sturdy. I think it is real good	1
These are very cute and they fit great.  I wear them all the time	1
ordering was easy, arrived in 4 days, gloves fit, well and good quality, good buy,recommend  to purchas	1
"I was unable to return the item because of restrictions imposed by their return policy

I made a mistake by buying i"	0
I have to say, those crocs are the best. they are super confi, and light... I recommend them	1
     These shoes keep my feet cozy all the way through a twelve hour shift, walking on concrete floors	1
Very disappointed in the cheap quality and dull color. It doesn't look as nice as what they show on the internet. I returned it for a refund	0
Product advertised and then after paying for them they were not available.  Tied up money for over two weeks before refund credited back.  Bad experience	0
I never seem to have luck shopping for bras, so just took a chance on these off of another review that I had read.  They were a great deal and a wonderful fit.  I would highly recommend	1
I've had this coin purse not even 2 months now, and I've only used it about 7 times.  Unfortunately, the ZIPPER broke already! I couldn't believe it. 	0
I purchased this item judging by its comfort factor. All's well except the buckles do not have pins to hold the straps in place. The straps slip off occassionally, causing the shoes to come loose.	0
I followed the advice of the reviewers before me and ordered them a half size bigger than I normally would and they fit great!  Super cute with jeans or a sexy dress!  Great job Jessica	1
These shoes make my feet look so tiny but they are so cute!  I wore them with jeans and will wear them with a pencil skirt next week. Turns out Jessica makes pretty good shoes.........CUTE!!!	1
Highly recommend shoe, BUT you might need a larger size than usual. I wear Easy Spirit 7 1/2 W but found this shoe too snug in both width and length, and had to return	1
Also, item shipped is not item pictured	0
These are the first mootsies tootsies I have owned and I love em.Since then I have bought another pair of loafers and a pair of their boots.  These shoes are very comfortable	1
The presentation of the product is claer and attractive and the product is durable, comfortable and goodlooking	1
I just got my pair of sandals.I regret I didnot read the customer review before buying. Although very cute and trendy sandles, but are very uncomfortable	0
THIS IS A GREAT PRODUCT THAT I HAVE BEEN PUCHASING FOR 15 PLUS YEARS. CAN I ORDER MONOGRAMED SHIRTS FROM THIS SITE	1
This is a very pretty , high quality leather shoe. The wedge heel is very steep and the toe is narrow. If you are going for looks only...they are good. If you want any kind of foot comfort...skip it	0
I gave this shoes to my girlfriend and she just love them, she says they are really confortable, and i find them really pretty. A really good buy it is	1
"Ordering online and not being able to try on clothing can be risky but it paid off with this purchase. I just wish it wasn't ""hand wash only""."	1
I LOVE THE STYLE, FABRIC, FIT, EXTREMELY COMFORTABLE (BUT IT IS A T-SHIRT) I'M 5'2 AND IT DOESN'T COME PAST MY HIPS	0
The shoes have sparkles all over and don't serve my purpose. I ordered them to use them for work but returned them because of the sparkle. A nice shoe to use during the night	0
the material is nice, but the size is too small.  I usually wear size XS for tops but for this tee, the sleeve is too short	0
recipient was very satisfied with this blanket as PB are his initials	1
These underpants are too bulky and puffy. My daughter was very uncomfortable wearing them	0
these are the most warm and comfortable slippers.  i would recommend these to everyone	1
can't believe how true to size they are. They're quite easy to move in, and they're simple and beautiful. Not at all cheap-looking for the price. I expected less and got more	1
"I wish there was a rating of ""0"".  This was very flimsy and the armband is just slightly larger than the slot provided.   The armband cut through and tore the back completely off.   I am returning it"	0
"This wallet is so big for passport and don`t fit my documents from Brazil.
Maybe is good for another country`s document"	0
I love these Crocs!  They are much more comfortable than the original style, and I like the two tone color combo.  I wear them even in the winter	1
The jersey of our #54 got here for my wife in time for Super Bowl and she was very happy.(With the jersey NOT Grossman	1
It looks great but the lace in the back itches so bad that I cannot wear it	0
These shoes are so comfy!  I love the no shoe string thing too.  Easy and comfortable.  What more could you ask for	1
Boots run about a size too big and unfortunately it cost $20 to return/exchange	0
The Lilyette Maximum Support bra is well made and wears well.  It holds up to frequent washings and retains its support features.  It is comfortable	1
I wear boxers but boxer brifes look sexer so every one start wear boxer brifes that way you wont get pantsed or get a wegie	0
I love naughty monkey! I'm so happy with their shoes! They don't hurt my feet	1
"The item looks cheap. I ordered a medium size but it was 2X bigger than the regular size. ""Ugly"	0
I broke through the toe on the second wearing.  Lousy product	0
I keep tyring to find shirts that are for these prices $9,10 or 11, where are they?  How do I find out	0
Good quality jeans at an affordable price. Size is just right, quite comfortable	1
"super low price advertised on 'select sizes and colors'.

oh and u have to add to your cart before you know the price"	0
I bought these for my son for Christmas, they were first quality, arrived in time for christmas,and at a great price	1
The slippers were perfect, exactly what I wanted.  The price was good and they were delivered sooner then I expected.  I'm very pleased with my purchase and it was so easy to do. Thank You very much	1
Great slippers, very comfortable. I love the fact that the front is open in case I just got a pedicure.  And the black ones are perfect because they don't show dirt like the white ones	1
Super comfortable.  Provides great support/coverage.  Love the front zipper.  No fighting to get over your head. 	1
i didn't like the material of this skirt especially the black and white one i don't like it it's feels it's for old ladies	0
Very comfortable - looks great - makes it easy to move around in bed	1
I LOVE my new Steve Maddens!  They are brand new as described and I received them verrrry quickly	1
This is a nice shirt, not as warm as we had hoped though. The lining is quite thin. It washes fairly well, loses a bit of its shape but not a lot. A great shirt for the fall. Its roomy & comfortable	1
They were a nice quality, nicely priced, and were shipped promptly.  I would buy this brand again	1
My mother loves these pants.  I know they are for men, but she loves the way they fit her.  They are stain resisnt and that makes them that much better. 	1
This bra is definately not for the over B cup set. The openings are too big and you'd be better off wearing nothin	0
It has a very loose fit and I feel a little silly, but pulling it out of the package I totally forgot how exactly this thing should look on me. It is made like a very unflattering potato sack sadly	0
I like the flip case. It is exactly what i wanted. However,the clip has fallen off a few times when i hit it.	1
" FIT IS PERFECT.  VERY COMFORTABLE.  4 STARS.   WOULD PURCHASE AGAIN.
                              MARY S"	1
"I have yet to reccived tham so I can not review tham till I reccive them.

Thank you, Robert But"	0
"The garment I received was labeled large.  In fact, at best it is a ""small"". The material and workmanship was good but the product was simply mislabeled"	0
Fit well.  Great for all kinds of athletic workouts.  I'm ready to buy a couple more pairs	1
The tape didn't stick well - plus the packaging was misleading, the box said it contained 2 bras (which you really need when the tape on the first one fails, you can try the second).  I threw it away	0
For the money, these are a great value.  Unlike a comment above, I have not found these short at all, but average in length	1
"love these little gems... perfect at 1 size below normal size.
you won't want to take them off"	1
I washed this garment according to the recommendation and it shrank about 2 sizes . . . to the point I can no longer wear it.  Bummer after just wearing it once	0
I really like these.  I do recommend getting a size smaller. I normally wear and 8.5 and ordered a 7 and they fit perfectly. super comfortable!	1
I bought these for my husband and the color said rinse so I thought regular jean color. In fact they were so dark that they almost look black. I have washed then about 5 times but they won't fade	0
I love this jacket.   It is lightweight but still warm enough to wear in all but the coldest weather.  It is also long enough to cover my rear.  Very good in the rain, too	1
My boyfriend loves tommy socks but they are impossible to find in New Mexico and I have looked everywhere for them.  I gave them to him for christmas and he thought they were the greates	1
"it's very poorly made. zipper didn't work when it arrived, and when I tried to pull it, thread was torn apart and beads fell... 

cheap stuff, shouldn't have ordered it."	0
Was not the same boot from the pictures. Got very sad when opend my packet	0
The writing was peeling off this badly.  I can't let me child wear this.  I threw it out	0
I was informed in October that the item was no longer available and my account would be credited. I think maybe I should check my bank statement for that time	0
This luggage did not last for even one flight.  It was torn in the corners and the handles were broken.  I did contact the company and was given a full refund though	0
I love these jeans -- I have 3 pair and they are the only jeans I wear.  Just enough stretch to be comfy but not too tight.  I wear a size 14 and these jeans fit me great. 	1
Am I the only one sick and tired of this t-shirt???? Give it a rest already!! I can't browse without seeing it, the dead horse is beaten to oblivion!!	0
i have purchased other hats from well known companies. these hats are great for the money and are constructed well. good job!	1
Stretches to fit you exactly.  The smooth fabric holds everything in place.  Contrast waistband and package support make this underwear look very sexy.  Highly recommended	1
The wheels on the bag lasted less than two months.  The bag is now basically unusable.	0
These sweatpants are extremely comfortable, reasonably priced and come in a variety of colors...Definetly a great buy..	1
"I found this product to be of very high quality and the transaction of the product was great.
I recommend this for anyone looking for great bag, especially as a gift"	1
I purchased two scarves and in the first washing the thread in the hems unraveled, producing a ragged fringe all around.  These bandanas are thin, flimsy, and not worth the time or money	0
i regret to say that i did not receive the shoes..!!	1
I am very happy with my velour slippers .They are a perfect fit and very comfortable.I received my order promptly and plan to order again in the future	1
The shirt came fast.It's a good quality shirt.I'm satisfied with it	1
This is great.  I measured before I put it on & after.  I lost over 2 inches.  I highly recommend this	1
"You have sent me a model different from for the one that I asked!!!!
I live in Chile ..... there is no way of returning it ......"	0
I really like this case, it fits so perfectly that the Zen doesn't rattle around or anything, yet all the plugs and buttons are still accessible.  Easy to get on and off, too, and looks great	1
"I ordered ""classic"" jockey breif, which I currently own, but the new units received are approximately 2"" taller on each side when compared to my current briefs, both labeled Jockey Classic.

??"	0
These keep your feet warm and toastie. Will want more when these wear out	1
It is perfect for my three year old to carry his toys...instead of me carrying them!!!	1
This is a Great Gown for the price. It's comfy, soft, and there is even a small bit of support for the big busted girls out there. Moreover, it's sexy! Hope yall enjoy	1
The fabric, texture and color were extremely cheap quality.  It looked faded and unattractive I had to return it for a refund. Don't bother if you like good quality and nice clothes.	0
After i tired Jockey No Line Promise Hip Brief , i will never purchased anything els	1
These boots fit like a glove and are so sleek looking.  They are comfortable and a great buy.  A nice pair of black boots is essential to any wardrobe	1
The service was expedient and the bras fit perfectly.  Just what I expected and wanted	1
Oh My. It enhanced my rolls instead of hide them. It did not help having the bones sticking out above my butt, which was very noticeable. Not worth the money charged for it.	0
This is the fifth pair of Club Cs I've owned, the second in black. I believe they're the best combination of durability and comfort on the market. I'll undoubtedly buy another pair when these wear out	1
The sound works but the light does not	0
Ordered the wand for x-mas and took it with us on vacation. When Santa came to the carribean the wand did not work. No light, no sound and cheap plastic that did not thrill anybody.	0
Love them.  They feel as comfortable as tennis shoes, and give the right support when doing a lot of walking, but at the same time they look more hip and dressier then tennis shoes	1
Purchased this for my son. He loves wearing it (he's a big fan of ny and the pd). Fits well, washes well	1
i ordered this buckle, the one shown in the pictures, and i received a different buckle, a red white and blue confederate flag, not the knife/buckle	0
excellent product for the price  a lot cheaper than the bridal shop  fast shipping  thank	1
Stylish and comfy... What more could you ask for?  My husband was very pleased	1
This cap was definitely not as cute as the picture. Loose threads on it. Looked cheaply made and this was bought as a gift.  I wouldn't recommend this item.  It definitely cost more than it was worth	0
GREAT price. I have another pair of these shoes I bought elsewhere at twice this price. Very comfortable. True to size.	1
Reef makes the best sandals, the price is pretty much set, no real savings here, but the selection is great.  They may look like other sandals, but don't be fooled... They're TOP NOTCH	1
I took a chance on these shorts sight unseen and unfortunately I gave them away after trying them on.  The fabric is some sort of icky synthetic and feels terrible	0
Raglan and cap sleeve makes it more edgy than wearing a plain old t-shirt. Good quality for the price.  I usually wear a medium but ordered the XL and it's a good fit (fitted but not too tight)	1
Size was true. I just did not like the	1
I had got these for my husband for christmas. Nice material, however they were too tapered at the ankle and also short for him and he is average height, so we had to return it	0
These boots look good with jeans. Can be loose, but comfortable with thick socks	1
This bra is one of the most uncomfortable bra's I've tried.  It's seems to be made cheaply and digs into my skin.  I would not recommend it	0
This was inexpensive, attractive, excellent windbreaker. Only minor problem is a tiny bit too much fabric around the zippers so care must be taken to zip and unzip. 	1
I have received countless compliments on these rain boots. I love them, and I guarantee you will too! They are comfortable, stylish, and keep your feet dry in snow and rain. What a great purchase	1
I am very pleased with the soft briefcase I purchased.  It is so much easier to handle than a hard one.   I would purchase another item from the same manufactuer if I need something else	1
this bra was a terrible waste of money. the wire on one side stabs me constantly. the other side is fine. it's obviously defective.	0
Skechers just seem to fit my feet well. Lucky me. These were inexpensive, solidly constructed, comfortable, and (at least in my eyes) stylish. What more could I ask for in a casual shoe	1
I am very happy with this product, its comfortable and good looking. Worth buy...	1
Stretchy, comfortable and made well- love this T-shirt! (Also its a slim fit and not really, really long like many are right now- more of upper hip length, which is great if you want to tuck it in!	1
Acorn changed the sole of the slipper from a flat comfortable sole to an uncomfortable, rubbery, poor traction giving and painful sole.  I rather have cold feet then wear this slipper	0
There aren't many articles of clothing that allow people to support their favorite team, as well as appear smart and sexy at the same time. Red Sox hats, however, are just such an item. Go Sox	1
I love these boots and get a lot of complements but the strap broke already! Can I send them back	0
These pants are fine if you have a very short rise, but I can't imagine that they would fit most people. I will be returning my order	0
these panties fit great wash after wash. great quality and very smooth under dress or pant	1
"For the money I spent on this bra it should be a better bra all around.  It gives a classic ""torpedo"" shape to the breasts, does not offer any lift, and is pretty much unwearable. "	0
This is one of the most comfortable shoes I ever owned.  Excellent quality and fit. 	1
My 6-yr. old is football nuts right now and he loves his jerseys!  Great product and very well made.  Can also be very versatile worn by itself in the summer and with a shirt underneath in the winter	1
Tan color looks very synthetic, cheapens look of shoe.  Also very wide fitting	0
My son loves the jersey - a little pricey but a nice jerse	1
You'd better be stone cold sober when you wear these shoes as the sole isn't flat but goes up on the sides making balancing very difficult. Why in the world they would make it this way is beyond me	0
didn't like these.  infact theyre so ugly i havent even tried them o	0
i am writing to u because i returned this item for exchange on size and print. what is the status of my exchange? thank u and hope to keep shopping your products, they are great	1
This was a Christmas gift for my friend's husband. He really liked it and said it was excellent quality	1
"they were slightly small and a tad too stiff.

but very cut"	1
after all these years buying this wrangler product this by far has been the cheaper price that i've ran across. i love it.	1
These are paper thin cotton and feel rough.  They may soften if washed a few times but the fabric is so thin they may also disintegrate!  A big thumbs down from me and I'm usually a CK underwear fan	0
I was very satisfied with my purchase and am in the process of ordering more hats	1
paid double what i found at another site outside of amazon/this store - NEVER AGAIN!	0
I really wanted to like these, but they just won't stay put.  It's not a thong, but it will be after a few hours of wear.  I usually love DKNY products, so I am disappointed	0
The product was unsatisfactory because of how large it was.  My son exchanged it	0
When I bought these shoes I didn't know they would look so pretty. I am glad I bought these shoes	1
  Purchased for our 6 ft 7 son and he is very pleased with them. They fit very comfortable and are long enough so that they do not come out of his belt line	1
Item is not authentic. Kenneth Cole is all I wear and those shoes are not Kenneth Cole	0
Russell!  I really wouldn't buy any other kind.  Too bad they don't make concert T-shirts!  Great material, long-lasting.  The best	1
If you return items Amazon will charge you for shipping both ways whether the product was satisfactory or not.  Don't buy from Amazon	0
These are very pretty without too much fluff. The leather bottoms are padded which helps your feet especially if your home is on concrete slab. I love them	1
Good quality for the great price.  Bought for my 10 year old son and should fit perfect.  Item was on backorder but still received in less than a week	1
I'M JUST NOT TOO CRAZY ABOUT THIS THING. DOESN'T QUITE FIT RIGHT OR LOOK RIGHT...AT LEAST I ONLY PAID 5 BUCKS..	0
Thin cloth...aweful insulation factor,,,,does not look good on me..	0
they are very shiney and but not very comfortable at all and the arch is funn	0
nice shoes, cut a bit high in the back so I got blisters at first- love the fabric and color-prompt shipping and nice bo	1
I ordered these for my 21 year old daughter who attends Juilliard.  They looked terrible because they were shiney.  The worst part is that the company will not allow a return or exhange. 	0
I love these shoes...in fact I ordered another pair in black.  They are very comfortable and look cute.  Hey...can't beat that	1
Bah, this skirt looks weird and cheap. It is not sewn on the bottom, just cut.	0
I bought this shoes with the hope to give a surprise to mi wife, my surprise was that the shoe size dosent match, I'm really pissed off, if you gonna buy this piece of junk, beware with the size	0
Got this for my father.  He loves it.  Great coverage.  Easy to use	1
Great pants. I bought these in a variety of colors and I am very satisfied	1
The leather was good quality.  The wallet was well constructed.  I gave it as a gift and it turned out better than I it looked on the internet.  Grade A product	1
"This is very cheaply made, from very poor quality fabric.

The styling is not good, and the fit is poor.It does not resemble the photgraph.

I would pay ( at most) $ 5.00 for this dress"	0
These t-shirts fit on the small side, for women (not Juniors) but are soft, comfortable, and well made.  I have bought 4	1
"TERRIBLE BRA.  WHAT I MISTAKE I MADE THINKING THIS WOULD WORK OUT FOR ME.

TERRIBLE FIT, NOT MADE FOR DD CUPS OR FOR THAT MATTER ANYONE OVER A B CUP....

VERY DISAPPOINTED...."	0
I didn't like this item very much because it seems to have terrible quality. It already came with a loose thread. But it fits good. 	0
Dilvered quickly in time for Christmas. Sweatshirt was great quality	0
Boots are warm & Cozy. However, the color was much lighter than pictured...not the end of the world. Also, the shipping took longer than expected	1
it took a week and two days for my pants to arrive, i bought another item from amazon the same day and it arrived in three days. My experience with this company's shipping wasn't good	0
Reliable brand of work pants in a good selection of colors is all we're asking for	1
This is very comfy and pretty and a great price . Try it you will be sold. I am glad I did	1
"This product is really GREAT for this Sansa e260 I purchased. Strongly recommend it this Mp3 player. It helps grip, bottons work better, and looks ""cool"""	1
While you might like this bag as a shoulder bag, the adjustable straps do not work well as a backpack	0
I purchased this dress to be the maid of honor in my best friends wedding.  It arrived quickly, looked great, and was an awesome price.  It would be hard to beat this great deal	1
This shoe looked nice and stylish, but turned out to be very narrow (even though I've ordered it in size wide!!!) and uncomfortable.  Also had some glue marks on it--I had to return it	0
Good quality. Beautiful color. However had a side zipper which my husband didn't like as much as a top zipper	1
These are basically plain black yoga pants but they fit fine, are good quality and have washed fine without shrinking.  It's hard to rhapsodise about them but they are more than adequate.	1
I own this halter top in black & white.  The colors are vibrant & the fabric quality is very good.  This style runs small, so order 1 size up for a comfy fit. This company's customer service rocks	1
my fav shoes- I can wear them to dress up or to dress down... the review about how to adjust the slasp was very helpful to	1
I've been buying these sandals for 30 years.  I just love them	1
Product was supposedly shipped 1-4-07 and still do not have i	0
Great little case we have two. I like the inside pocket for extra memory/battery.  	1
this case is really nice and compact. there is a nice place for a card or x-tra batteries inside. is snuggly fits the HP digital camera. protects well. and well padded. very nice case	1
I was very disappointed with the pair of shoes that arrived. They appear used and have a small stain on them. As a result I will not be wearing them or ordering shoes online again. Lesson learned	0
I love this Laptop Tote. It's big enough & ready to take to the pool	1
Sadly, this well designed item doesn't work for me.   It comes detached from its clip while I'm exercising and plunges to the floor dragging my headphones off	0
nice shirt.  very hard to find in stores so it's worth the wait and the cash	1
They are a great quality, comfortable boot. And the price was far less than local stores. The shipping at regular rate took over a week, though	1
"Got the jacket.  65% Wool, 25% Nylon and 10% Recycled Cashmere.  When they say Plus Size they mean it's the ""W"" size"	0
The socks are very lightweight, probably would be ok for summer use but not for work or books. They were just ok. I would not purchase agai	0
I am enjoying the sneakers this Summer.  Comfy & perfect for elliptical trainer, stationery bike and weight room.  Very stylish, I love Skechers footwear	1
I had to send this item back because it was to small.  The sizes run small, so beware	0
IF OTHER UNDERWARE BINDS YOU, YOU HAVE FINALLY FOUND ONE THAT DOESN'T. THE POUCH IS VERY LARGE, LOTS OF ROOM! I BOUGHT AN ADDITIONAL DOZEN AND THREW ALL MY OTHER BRANDS AWAY	1
"i never recieved the product.
the order was cancelled by the sende"	0
The pajamas are way to long.  They look like they were made for someone 7 feet tall	0
This item was just what I was looking for.  I did not want a tie tack to ruin my husband's ties or a tie bar.  It is simple to use and does the job of keeping his tie from moving. 	1
Way beyond my expectations.  Exceptionally fine cotton, changes colors in the light, great fit, absolutely beautiful--great delivery.  Thanks so much	1
The product was delivered in a timely manner and is a good quality product	1
Great product, works well and was shipped promptly also there was an accurate product description....Thank	1
I bought this for christmas and i receive it with a large scratch rite on the hard screen where the screen is.  i email back to see if they could do something and they never answer back.  Very rude	0
I am thrilled to finally purchase Birkenstock at a price that is fair. Our local retail stores,mark them up, so ridiculously. Thank you, Amazon	1
They are awesome, only tricky part is making sure you get the right size, my husband and I love them	1
This is the only Haynes T-shirt that does not bunch at the back of the neck. It is light and drapes well. But it is too light for printing.	0
I purchased this as a gift for a teenager.  She told me that it is difficult to zip as the fabric gets stuck in the zipper.  It is being returned	0
I can't imagine who could pull off these clown pants. They're unwearable!  What was Hanes thinking?	0
The product was not quite what I expected, but I got a quick return to my satisfaction.  Happy shopping	0
it was easy to order and very affordable and they were here quickly...I want to get more...thank	1
it's comfortable and stays in place all day. it's wonderful not to keep adjusting straps all day. I am so glad I bought it, and it I got it delivered fast!	1
"I love this case. I purchased many cases before, but this offers the best protection at a very low price.
Thanks. CoverCas"	1
i don't know why but it is an ugly dress. it doesn't look like the pic. maybe it's my shape (i have wide angular, shoulders) but it is very high on the chest which made me look a little granny-like	0
this is a nifty small appropiate change purse for men or anyone actuall	1
this device didnt work properly at all, i lost my money on this purchase.sorry, but that's how i feel	0
Great cap.. quality is top notch.. Price is also great.	1
I love the color and the flexibility of the material. It doesn't slip out of your hand and the cover gives full protection	0
I bought this item for my boyfriend for his tailgaiting experience this year since he has season tickets.  He LOVES everything about it - especially the fact that it is the Bears!  =	1
I expected this bag to be much more comfortable ... but I have to constantly pull it back up on my shoulder just as often as other handbags. However, I do like all the compartments for organizing	0
Better than just a beach tote, sturdy bag for any occasion, good price	1
"I'm very happy with this tote bag. It's huge and sturdy. 

I've been using it to bring books and files to and from school for marking. Quite a number of my colleagues like it, too"	1
This light worked for one day. I should have known better because in the past, I bought a tap light, and it worked for only a few days, too. Don't waste your money	0
"I have a small head and it makes it look huge!

Maybe if i had a big head it would look alright  pfff"	0
My husband liked his slippers I got him for Christmas.  He said that they were warm and soft	1
This bag is great!  Very fashionable and protective of my laptop.  Great side pockets and convenient pocket for cell phones	1
Turn around time to receive item was good.  Material of the shirt was sub-par (very thin) for the price. 	0
"Been purchased many pairs Keds shoes, 
very stylest and comfortable.
Me and my mom love them"	1
The webbing was abundant and easy to cut to my needed length. These belts can be made to fit anyone	1
